labels,Summary,Issue Type,Priority,Description,Sprint,Epic Name,Epic Link
LEAP1T1,Optimistic Locking on the Account Version,Story,High,"*Acceptance Criteria:* \\  \\ * Every write to the account row names the version it was read at and increments it, and zero rows affected is treated as the refusal it is. \\  \\ *Tasks:* \\  \\ Read the version with the row rather than fetching it separately. \\ Make the update conditional on that version, and answer ORD-409 when it affects no rows. \\ Apply the same reasoning to the order state transition behind DELETE /api/v1/orders/{id}: make the transition conditional on the state you expect, in one statement. \\  \\ *Unit Test Execution Paths:* \\  \\ # a concurrent update is detected and the second write affects no rows \\ # a lost update surfaces as a refusal rather than as a silently wrong balance \\ # cancelling an order that is no longer NEW affects no rows and answers ORD-409 \\  \\ *Notes:* \\  \\ * Without the lock, two buys of 20,000 against a balance of 25,000 both succeed and the account is left with 5,000 instead of being 15,000 overdrawn. There is no error, no log line and no symptom until somebody reconciles cash against the order history the next morning.",Sprint 6,,S6 Trade REST API
LEAP1T1,Global Exception Handler and the Error Catalogue,Story,High,"*Acceptance Criteria:* \\  \\ * One @ControllerAdvice maps every domain exception to its documented code and status, and every failure leaves the service as the error envelope and nothing else. \\  \\ *Tasks:* \\  \\ Return {""errorCode"": ..., ""message"": ...} for every failure. Not a whitelabel page, not a stack trace, not a bare status with an empty body. \\ Map ACC-404 to 404, ACC-403 to 403, INS-404 to 404, ORD-400 to 400, ORD-409 to 409, VAL-422 to 422 and AUTH-401 to 401. \\ Keep the message free of class names, SQL fragments, account keys and internal identifiers, and log those on the server instead. \\  \\ *Unit Test Execution Paths:* \\  \\ # account not found maps to ACC-404 with status 404 \\ # an inactive account maps to ACC-403 with status 403 \\ # insufficient funds maps to ORD-400 with status 400 \\ # insufficient holdings and a reused idempotency key both map to ORD-409 \\ # a field validation failure maps to VAL-422 with status 422 \\ # no response body carries a stack trace or an internal identifier \\  \\ *Notes:* \\  \\ * The Angular application has one error handler because there is one envelope. Clients branch on errorCode and never on the status alone, because 404 and 409 each carry more than one code.",Sprint 6,,S6 Trade REST API
LEAP1T1,JWT Verification Against the Provided Auth Stub,Story,High,"*Acceptance Criteria:* \\  \\ * Every route under /api/v1/ verifies the token before any controller runs, and a missing, malformed, expired or wrongly signed token answers AUTH-401 with the same body in all four cases. \\ * A caller whose accountId claim does not reach the account in the request answers ACC-403, with the same message a suspended account gets. \\  \\ *Tasks:* \\  \\ Read services/auth-stub/README.md for the demo users, the claims the token carries and the shared signing secret. \\ Check the signature, the expiry and the algorithm the token asks for, in that order, before reading a single claim. \\ Read the signing secret from JWT_SECRET in the environment, never from a properties file. \\ Answer authentication once for every protected route, and answer authorisation where the account key is known. \\  \\ *Unit Test Execution Paths:* \\  \\ # a valid token from the stub is accepted \\ # a missing Authorization header answers AUTH-401 \\ # a wrong scheme answers AUTH-401 \\ # an expired token answers AUTH-401 \\ # a forged signature answers AUTH-401 \\ # a token whose accountId claim does not reach the account answers ACC-403 \\  \\ *Notes:* \\  \\ * The stub is a fixture. It has no tests to write and nothing in it is assessed. \\ * A verifier that decodes the payload first and checks the signature afterwards has already trusted whatever the client sent. \\ * A more specific message tells an attacker which of the four they got wrong, which is a free oracle and costs you nothing to avoid. \\ * Sprint 8 replaces the stub with the real service. The claims, the algorithm and the secret are identical by design, so the swap is a configuration change and no code in this service is expected to change.",Sprint 6,,S6 Trade REST API
LEAP1T1,Structured Logging,Story,Low,"*Acceptance Criteria:* \\  \\ * The service emits structured logs sufficient to audit order activity, and no secret or sensitive payload reaches them. \\  \\ *Tasks:* \\  \\ Log order placement, cancellation and every mapped error, with the values an investigation needs. \\ Keep tokens, secrets and request bodies out of the log calls.",Sprint 6,,S6 Trade REST API
LEAP1T1,Multi-Stage Dockerfile and the Compose Entry,Story,Medium,"*Acceptance Criteria:* \\  \\ * The service builds and runs from a multi-stage Dockerfile whose final stage is not a build image, and it starts under docker compose --profile platform. \\  \\ *Tasks:* \\  \\ Read Dockerfile.example, which is the naive single-stage version, then write Dockerfile properly. \\ Build in one stage that has Maven and a JDK 21, and run from a separate stage that has neither, copying the built jar across. \\ Run as a user that is not root, expose the service port and answer a health check. \\ Order the copies so a change to a source file does not invalidate the layer holding the resolved dependencies. \\ Set the build context to this folder. The domain package is part of these sources, so there is one project to build and no local Maven repository for the image build to reach. \\ Add the service to docker-compose.yml with a build block, profiles [platform], networks [trading-net], a published port, the database variables, JWT_SECRET passed through from .env, depends_on Postgres on its health condition, and a health check. \\  \\ *Notes:* \\  \\ * localhost inside a container is the container. The compose service name is postgres. \\ * Nothing in this sprint needs Kafka. The broker starts with the infrastructure and this service ignores it until Sprint 7.",Sprint 6,,S6 Trade REST API
LEAP1T1,"Event Backbone: Kafka, the Trade Executor and the Batch Pipeline",Epic,High,"*Acceptance Criteria:* \\  \\ * The team creates three topics and their dead-letter counterparts, with the keys, partition counts and retention in contracts/kafka-topics.md, and records why each one is shaped that way. \\ * The Trade REST API publishes accepted orders to orders and answers NEW. The team builds the Trade Executor, which consumes orders, prices against a live Fauxnance quote, applies fill or reject rules, updates order, cash and position in one transaction, and publishes to trade-events. \\ * The team builds the market-data poller as a scheduled Java component inside the Trade Executor, and a batch pipeline that loads FACT_TRADES with dead-letter handling. \\ * Characterisation tests are written before any refactoring of the provided starter, and the SonarQube gate passes on the Java services and the pipeline. \\  \\ *Notes:* \\  \\ * There is no broker simulator in this platform and there will not be one. You build the execution venue, and it is the only component that decides whether an order fills. \\ * Fauxnance has no stream. The poller is what manufactures it, and its existence is the reason the Sprint 10 extensions that read prices have anything to consume. It runs on a schedule inside the Trade Executor rather than as a service of its own, because the executor already calls Fauxnance to price a fill: one service calls Fauxnance, one service holds the key. The quota is 2000 requests per day per key, and the poller shares it with the fill pricing beside it. \\ * Nothing creates the topics for you. The broker starts empty, auto-creation is off, and a producer that runs before its topic exists gets an error rather than a one-partition topic nobody chose. \\ * Kafka guarantees at-least-once, deliberately, because the alternative is a broker that occasionally loses a trade. The deliverable is not a consumer that works, it is a consumer that is correct when the message arrives twice, and a team that can prove it on demand. \\ * Security focus: DevSecOps scanning run locally as scripts, covering SAST, dependency scanning and secret detection, and SonarQube quality gates (OWASP A06, A08).",Sprint 7,S7 Event-Driven Backbone,
LEAP1T1,Three Topics with Documented Keys and Partition Counts,Story,High,"*Acceptance Criteria:* \\  \\ * orders, trade-events and market-data exist with the keys, partition counts and retention the contract fixes, created by the team rather than by anything shipped with the platform. \\ * A written justification of the partition counts and the key choices is committed, arguing from the contract reasoning rather than repeating it, and any member of the team can defend it. \\  \\ *Tasks:* \\  \\ Create orders keyed by the account, with 3 partitions and 7-day retention, as a work queue with exactly one consumer group. \\ Create trade-events keyed by the account, with 3 partitions and 30-day retention, as the platform's event log. \\ Create market-data keyed by symbol, with 6 partitions and 1-day retention. \\ Create the three dead-letter topics named <topic>.DLT, alongside them. \\ Decide what runs the creation. sprint-07-event-backbone/scripts/create-topics.sh is an empty file at a named path, and filling it in is one answer; three commands typed once and recorded is another. What matters is that the topics exist with the contracted names and partition counts, not how they got there. \\ Record the reasoning for the key and the partition count where your team keeps its decisions, and bring it to the review. \\  \\ *Notes:* \\  \\ * Kafka orders messages within a partition and promises nothing across partitions. Keying by account is what stops a sell being processed before the buy that made it possible. Keying by order identifier puts every message on its own partition and throws the guarantee away. \\ * Partitions can be increased and never decreased, and increasing them rehashes the keys. \\ * Serialisation is JSON, one envelope on all three topics, and consumers ignore fields they do not recognise.",Sprint 7,,S7 Event-Driven Backbone
LEAP1T1,Publish to orders and Answer NEW,Story,High,"*Acceptance Criteria:* \\  \\ * POST /api/v1/orders writes the order at NEW, answers NEW, and publishes an ORDER_PLACED message to orders keyed by the account after the transaction commits. \\  \\ *Tasks:* \\  \\ Stop computing a fill in the Sprint 6 service. There is no price in that request and pricing is the executor's job. \\ Publish after the commit, never inside the transaction. \\ Configure the producer with acks=all, enable.idempotence=true, a high retry count and no more than five requests in flight per connection. \\ Leave the validation, the layering, the error catalogue, the optimistic lock and the token verification exactly as they are. \\ Expect your Sprint 6 live checks that asserted a terminal status to see NEW, which is correct. \\  \\ *Unit Test Execution Paths:* \\  \\ # the order is persisted and then the event is published \\ # a rolled-back order publishes no event \\ # a publish failure leaves a committed order that can be recovered by replay \\  \\ *Notes:* \\  \\ * Publishing inside the transaction risks an event for an order that then rolled back, and nothing can undo that. Publishing after risks an order that committed and was never published, and that is recoverable by replaying from the order table. Choose the recoverable failure. \\ * An idempotent producer removes the duplicates a producer retry causes. It does not remove the duplicates an application retry causes, which is why the executor still has work to do.",Sprint 7,,S7 Event-Driven Backbone
LEAP1T1,Build the Trade Executor Consumer,Story,High,"*Acceptance Criteria:* \\  \\ * A separate deployable consumes orders in the consumer group trade-executor, and settles, publishes and acknowledges in that order. \\  \\ *Tasks:* \\  \\ Build the executor under executor/ as its own service, subscribed to orders with an explicit group.id of trade-executor. \\ Load the order from Postgres on receipt, and treat a status other than NEW as a previous delivery having already settled it. \\ Check the instrument is still tradable before fetching a price. \\ Settle in one transaction, then publish to trade-events, then acknowledge the offset. \\ Handle partition rebalancing. \\ Add the executor to docker-compose.yml under the platform profile, with KAFKA_BOOTSTRAP_SERVERS pointing at kafka:29092, FAUXNANCE_API_KEY passed through from .env, the database variables and depends_on Postgres on its health condition. \\  \\ *Unit Test Execution Paths:* \\  \\ # a message is consumed and the offset committed after processing \\ # an order already in a terminal status is recognised and nothing is written \\ # a rebalance reassigns partitions without losing a message \\ # more consumers than partitions leaves one idle \\  \\ *Notes:* \\  \\ * Publishing before the commit risks an event for a transaction that rolled back. Acknowledging before publishing risks an order that settled in Postgres and told nobody.",Sprint 7,,S7 Event-Driven Backbone
LEAP1T1,Fill Pricing Against a Live Quote and Settlement in One Transaction,Story,High,"*Acceptance Criteria:* \\  \\ * Each order is priced against a live Fauxnance quote, the fill or reject rule is applied, and the order status, the cash movement and the position write happen in one transaction or not at all. \\ * ORDER_FILLED or ORDER_REJECTED is published to trade-events, keyed by the account. \\  \\ *Tasks:* \\  \\ Fetch a quote with GET /quotes/{symbol}, reading the key from FAUXNANCE_API_KEY. \\ Start from the workable default: fill the whole order at the quoted price when a BUY limit price is at or above the quote or a SELL limit price is at or below it, and reject otherwise. The rule is your design decision, constrained by business rules 1 to 8. \\ Write the rule as a function of an order and a quote returning a decision. It touches no database and no socket, which is the only reason its interesting cases will get tested. \\ Decide and defend four details: what price is stored and when you round, which of the Sprint 5 rules are re-checked here, what a suspended account does when it was suspended after acceptance, and what happens when no price can be obtained. \\ Add a migration for the columns the executor writes that your Sprint 3 schema may not have yet: the price a fill happened at, when it happened, and why an order was rejected. \\ Apply the optimistic lock on the account version inside the transaction, re-reading and retrying up to a bounded number of attempts. \\  \\ *Unit Test Execution Paths:* \\  \\ # a marketable buy fills at the quoted price and debits cash once \\ # a non-marketable order is rejected with a stated reason \\ # a buy is rejected when cash no longer covers it at execution time \\ # a sell is rejected when holdings no longer cover it at execution time \\ # an account suspended after acceptance does not trade \\ # no quote available produces a rejection rather than an order left at NEW \\ # a rejection is published to trade-events rather than swallowed \\  \\ *Notes:* \\  \\ * Partial fills are out of scope, because OrderStatus has no state to represent one. There is no working state between NEW and a terminal status, so an unmarketable order is rejected rather than rested. \\ * An order marked filled beside cash that did not move leaves the audit trail disagreeing with the balance, and nothing in the platform reconciles the two for you. \\ * A price feed being down is a business outcome, not a message-processing failure. Leaving the order at NEW for ever is worse than rejecting it.",Sprint 7,,S7 Event-Driven Backbone
LEAP1T1,"Idempotent Processing, Retries and Dead-Letter Routing",Story,High,"*Acceptance Criteria:* \\  \\ * Replaying a duplicate message does not double-debit an account, no second event appears on trade-events, and the team can demonstrate that live at any point in the review. \\ * A poison message is dead-lettered on the first attempt and a transient failure is retried with a growing backoff before it is dead-lettered. \\  \\ *Tasks:* \\  \\ Make the guarded state transition the first write in the transaction, conditioned on the status you expect, and treat zero rows affected as another delivery having got there first. \\ Dead-letter on the first attempt anything that will never succeed: malformed JSON, a missing order identifier, an order identifier not in Postgres, an unexpected event type. \\ Retry with backoff anything that will succeed later: a briefly unreachable broker, a lost database connection, an exhausted optimistic-lock budget. Dead-letter once the budget is spent. \\ Do not retry a poison message indefinitely. One bad message blocking a partition stops every account keyed to that partition. \\ Rehearse the demonstration: read one message off orders, produce it back, then show the balance before, the balance after, the log line where the executor recognised the duplicate, and the absence of a second event on trade-events. \\  \\ *Unit Test Execution Paths:* \\  \\ # a duplicate delivery leaves cash and position unchanged \\ # a duplicate delivery publishes no second event \\ # a malformed message is dead-lettered on the first attempt \\ # a transient failure is retried with backoff and then succeeds \\ # an exhausted retry budget dead-letters rather than looping \\  \\ *Integration Test* \\  \\ Place an order, produce the message back onto orders, and confirm that the balance did not move and that no second event appeared. \\  \\ *Notes:* \\  \\ * Being able to reproduce it once is not the same as being able to give the demonstration, and the review asks for the demonstration. \\ * A read, then a decision, then a write can be run twice by two deliveries. A write conditioned on the state it expects cannot, because the database serialises the two updates.",Sprint 7,,S7 Event-Driven Backbone
LEAP1T1,Market-Data Poller Inside the Trade Executor,Story,High,"*Acceptance Criteria:* \\  \\ * A scheduled component inside the Trade Executor calls the batch quotes endpoint on an interval and publishes one message per symbol to market-data, keyed by symbol. \\ * It batches up to 25 symbols per call and stays inside the daily quota, and the arithmetic behind the chosen interval is written down. \\  \\ *Tasks:* \\  \\ Call GET /quotes?symbols=A,B,C with at most 25 symbols, which costs one request whatever the symbol count. \\ Publish one message per symbol, never one per batch, because batching the Kafka message puts several symbols behind one key and destroys the per-symbol ordering the contract promises. \\ Poll only the symbols you hold or watch. \\ Enforce a floor on the interval in code rather than documenting one and hoping. \\ Give the poller a budget that is its share of the quota rather than the whole of it, because the fill pricing in the same service needs quotes too. \\ Write it in Java inside the executor, on a schedule, reusing the Fauxnance client and the Kafka producer that are already there. It gets no container, no port and no compose entry of its own; the executor reads POLL_INTERVAL_SECONDS from the environment. \\  \\ *Unit Test Execution Paths:* \\  \\ # a batch of 25 symbols is one Fauxnance request \\ # one Kafka message is published per symbol \\ # polling is limited to held and watched symbols \\ # the interval floor cannot be configured below its limit \\  \\ *Notes:* \\  \\ * Eight symbols fetched one at a time every 30 seconds is 23040 requests and the key is gone in a little over two hours. The same data batched is 2880. \\ * Nothing at a 30 second interval survives being left running overnight. Stop the stack at the end of the session, or run at 60 seconds. \\ * The poll schedule has nothing to do with order placement, and coupling the two misreads both. \\ * The Angular application never calls Fauxnance, because that ships a key to every browser that loads the page.",Sprint 7,,S7 Event-Driven Backbone
LEAP1T1,Batch Pipeline into the Analytical Store,Story,High,"*Acceptance Criteria:* \\  \\ * The pipeline loads FACT_TRADES and its three dimensions from Postgres, incrementally and idempotently, with dead-letter handling for bad rows. \\ * The post-load reconciliation agrees with Postgres on row count and summed trade value for a day. \\  \\ *Tasks:* \\  \\ Load dimensions before facts: dim_date across the whole range, then dim_instrument, then dim_account, then fact_trades. \\ Drive the load from a watermark on the order creation timestamp so a scheduled run reads what is new rather than the whole table. \\ Merge on the natural key rather than inserting, so re-running yesterday's load does not double-count. \\ Load rejected and cancelled orders as well as fills, because fill rate cannot be computed from fills alone. The grain is one order in whatever status it reached. \\ Run every check in the contract's load and data quality section before a row reaches the fact table: referential integrity into all three dimensions, positive quantity and price, a valid side and status, and a trade value recomputed rather than trusted. \\ Send a failing row somewhere with the reason it failed and the batch it came from. \\ Reconcile the fact table against Postgres after the load. \\  \\ *Unit Test Execution Paths:* \\  \\ # a first load populates the dimensions and the fact table \\ # a second load with no new data adds no rows \\ # a row failing a quality check reaches the dead-letter path and not the fact table \\ # the pipeline continues after a bad row \\ # a transient failure is retried and then succeeds \\  \\ *Notes:* \\  \\ * Do not insert a placeholder dimension row to make an unresolved key pass. That hides the fault, which is almost always that the dimension load was skipped. \\ * Dropping a row silently and dead-lettering it produce the same fact table, and only one of them can be investigated on Monday morning.",Sprint 7,,S7 Event-Driven Backbone
LEAP1T1,Characterisation Tests Before Refactoring the Starter,Story,High,"*Acceptance Criteria:* \\  \\ * Characterisation tests exist under etl-starter/tests/ and pass, and the first commit that adds one is an ancestor of the first commit after the scaffold that touches etl-starter/src/. \\  \\ *Tasks:* \\  \\ Run the provided loader against the seeded stack first and read what it does. etl-starter/README.md says how. \\ Write tests that record what the loader does now, including the parts you disagree with, so that a change altering behaviour by accident fails loudly instead of quietly. \\ Start where the behaviour is observable: what warehouse a known set of source rows produces, what happens to a row that cannot be placed, what a second run does to a warehouse that already holds the first. \\ Use etl-starter/fixtures/source-rows.json so a test can put rows through the loader without a Postgres container. \\ Then refactor: separate what does not belong together, make the load idempotent, give bad rows somewhere to go, and keep the tests green while you do it. \\ Where you decide a behaviour was wrong and change it deliberately, change the test in the same commit and say so in the message. \\ Commit in small pieces. A history of one commit per week cannot show this. \\  \\ *Notes:* \\  \\ * The starter is flawed by design. Somebody wrote it under pressure, it went into service, and it has been running ever since. The list of flaws is not published, it is not in this repository and you will not be given it. Finding them is the exercise. \\ * You cannot write a characterisation test after the change, because a test written against refactored code records the behaviour of the refactored code, which is the one thing it cannot then be used to check. \\ * Tests and a change to the loader in the same commit do not satisfy the rule. Neither does tidying the loader first and pinning it afterwards.",Sprint 7,,S7 Event-Driven Backbone
LEAP1T1,SonarQube Quality Gate and DevSecOps Scanning,Story,Medium,"*Acceptance Criteria:* \\  \\ * The default quality gate passes on the Java services and on the pipeline, with no new blocker or critical issue and no new security hotspot left unreviewed. \\ * SAST, dependency scanning and secret detection run locally against the same code, and anything they report is fixed rather than left for the review. \\  \\ *Tasks:* \\  \\ Run SonarQube locally in a container named for your team, create a project and generate a token. Export the token, never commit it. \\ Scan the Java services with the Maven scanner and the Python pipeline with the scanner image. \\ Act on the findings during the week rather than on Friday. \\ Run SAST, dependency scanning and secret detection as part of the local scan, and fix what they report during the week. \\  \\ *Notes:* \\  \\ * The gate is checked at the review, on your screen, on the project you scanned. \\ * Passing by marking findings as will not fix is visible in the dashboard and is not passing.",Sprint 7,,S7 Event-Driven Backbone
LEAP1T1,Dashboard Reading Both Sources,Story,Low,"*Acceptance Criteria:* \\  \\ * The Sprint 4 dashboard reads from both the real-time stream and the batch analytical store, and the two views are reconciled. \\  \\ *Tasks:* \\  \\ Extend the Sprint 4 dashboard to read the loaded star schema as well as the market-data stream. \\ Reconcile the two views and explain any discrepancy rather than hiding it.",Sprint 7,,S7 Event-Driven Backbone
LEAP1T1,Authentication Service (NestJS),Epic,High,"*Acceptance Criteria:* \\  \\ * A NestJS service implements contracts/auth-api.yaml: register, login, refresh and a protected current-user route, with credentials hashed in Postgres. \\ * The access token carries exactly the claims contract, refresh tokens rotate, and a failed login answers identically for an unknown user and a wrong password. \\ * Swapping the provided stub for this service is a configuration change only, with no code change in the Trade REST API. \\ * The running service serves its own OpenAPI document, and an OWASP security review is committed with a finding and a disposition in every category. \\  \\ *Notes:* \\  \\ * This is the one component that ever sees a credential. Every other component verifies a signature with no network call and no shared database. \\ * services/auth-stub has been standing in since Sprint 6. It has no database, no registration, no hashing and no refresh. This sprint retires it. \\ * Security focus: password hashing, token issuance and lifecycle, replay and timing attacks, and access control on the current-user route (OWASP A01, A02, A04, A07).",Sprint 8,S8 Auth Service,
LEAP1T1,"NestJS Scaffold, Module Structure and the Dockerfile",Story,Medium,"*Acceptance Criteria:* \\  \\ * A modular, layered TypeScript service builds from the files in the repository, installs from the lock file, and runs from a multi-stage Dockerfile you wrote. \\  \\ *Tasks:* \\  \\ Organise the modules so each has a single responsibility and a dependency direction it respects, and record the structure in the sprint README. \\ Commit package-lock.json, because a build that resolves a different tree on a teammate's laptop is not the build you tested. \\ Write the Dockerfile: build in a stage that has the toolchain, run in a stage that does not, copy the artefact across, run as a user that is not root, expose the port and answer a health check. \\ Install production dependencies deliberately rather than copying a development tree across. \\ Copy .env.example to .env and take JWT_SECRET from the repository root .env. It ships empty on purpose. \\ Replace the auth-stub entry in docker-compose.yml with your service, on the same port. \\  \\ *Notes:* \\  \\ * There is no Dockerfile in this folder deliberately. You wrote one for a Spring Boot service in Sprint 6 and writing the equivalent for a Node service is the exercise. \\ * If you chose argon2, it is a native module: the build stage needs a compiler, the runtime stage must not have one, and the binding has to be built against the same Node version and platform the runtime stage uses.",Sprint 8,,S8 Auth Service
LEAP1T1,The Four Endpoints Against the Contract,Story,High,"*Acceptance Criteria:* \\  \\ * POST /auth/register, POST /auth/login, POST /auth/refresh and GET /auth/me are implemented and match contracts/auth-api.yaml, including the error envelope and every code in it. \\  \\ *Tasks:* \\  \\ Return 201 and a user response from registration, and issue no tokens from it. \\ Refuse a registration naming a trading account that does not exist, because accounts are owned by the Sprint 3 schema. \\ Return 200 and a token response from login and from refresh. \\ Protect /auth/me with a bearer token and read the identity from the verified token, never from a parameter the client controls. \\ Validate inputs with class-validator and return VAL-422 where the contract says so, and AUTH-409 for a username already taken. \\ Use the platform envelope, {""errorCode"": ..., ""message"": ...} and nothing else. \\  \\ *Unit Test Execution Paths:* \\  \\ # registration succeeds for a new user and issues no token \\ # registration for an existing username answers AUTH-409 \\ # registration naming an unknown account fails validation \\ # login succeeds and returns a token pair \\ # refresh returns a new pair for a valid refresh token \\ # /auth/me answers from the verified token and not from a request parameter \\  \\ *Integration Test* \\  \\ Exercise register, login, refresh and /auth/me against the running service and its Postgres store. \\  \\ *Notes:* \\  \\ * An unauthenticated route that mints a session is an authentication bypass as soon as it has its first defect, so the client logs in afterwards. \\ * AUTH-409 extends the catalogue and is scoped to this service, because registration is not a trading operation.",Sprint 8,,S8 Auth Service
LEAP1T1,Password Storage and Never Logging a Credential,Story,High,"*Acceptance Criteria:* \\  \\ * Passwords are stored with argon2id, or with bcrypt at cost 12 or above, and a plaintext password never reaches a log or a repository. \\ * The cost factors are a decision the team can defend. \\  \\ *Tasks:* \\  \\ Choose parameters that make one verification take on the order of a tenth of a second on the hardware you deploy to, and write down what you chose and why. \\ Never use MD5, SHA-256 or an unsalted digest of any kind. \\ Log through one logger that redacts by key name at any depth, so a nested object cannot smuggle a field past you. \\ Never pass a whole request body to a log call. Pass the fields you actually want instead. \\  \\ *Unit Test Execution Paths:* \\  \\ # a correct password verifies \\ # an incorrect password fails verification \\ # a plaintext password never reaches the repository layer \\  \\ *Notes:* \\  \\ * A general-purpose hash is built to be fast, and fast is the one property a password hash must not have. A stolen table of SHA-256 digests is a stolen table of passwords by the weekend. \\ * Too low a cost and an offline attacker gets the same speedup you did. Too high and your login route becomes the cheapest denial-of-service target in the platform. \\ * A log call that names a credential field is the easy one to find. The indirect routes, an error object serialised whole or a stack trace, are what the review asks about.",Sprint 8,,S8 Auth Service
LEAP1T1,Access Token Issuance with Exactly the Claims Contract,Story,High,"*Acceptance Criteria:* \\  \\ * The access token carries sub, accountId, roles, iat and exp, plus the iss the contract also defines, and nothing else. \\ * It is signed HS256 with the secret in JWT_SECRET and expires fifteen minutes after issue. \\  \\ *Tasks:* \\  \\ Carry sub as the stable user identifier and not the username, because a username can change. \\ Carry accountId as the numeric trading account key, which the Trade REST API compares against the account in the request. \\ Carry roles as a non-empty array of CUSTOMER or ADMIN. \\ Set iss to auth-service, so that during the cutover a team can decode a token and see which implementation signed it. Consumers must not require a particular value for it. \\  \\ *Unit Test Execution Paths:* \\  \\ # a token is issued with exactly the contractual claims \\ # the expiry is fifteen minutes after the issued-at time \\ # the signature verifies with the service key \\  \\ *Notes:* \\  \\ * Anything beyond those six claims is a finding, not a bonus. The payload is base64 and not encryption: paste one into any decoder and read it. \\ * Removing a claim after Sprint 9 has generated a client from it is not a configuration change.",Sprint 8,,S8 Auth Service
LEAP1T1,Refresh Rotation and Reuse Detection,Story,High,"*Acceptance Criteria:* \\  \\ * A refresh rotates the refresh token itself, the presented token stops working at that instant, and presenting a consumed token revokes every live refresh token for that user and answers AUTH-401. \\  \\ *Tasks:* \\  \\ Store a hash of the refresh token rather than the token, so that read access to your database is not session takeover. \\ Make the consumption conditional in the statement that performs it, the way Sprint 6 made the account update conditional on the version. \\ Kill the old value in your store before the response is written. \\ Treat a second presentation as theft, because the service cannot tell a repeated client request from a stolen token. \\  \\ *Unit Test Execution Paths:* \\  \\ # a refresh issues a new pair and the old refresh token stops working \\ # a consumed refresh token presented again answers AUTH-401 \\ # reuse revokes the whole chain for that user \\  \\ *Notes:* \\  \\ * An access token cannot be withdrawn. It is verified by signature alone, and fifteen minutes is the size of that compromise. The refresh token is the opposite: opaque, stored and revocable. \\ * Without rotation a thief holds a seven-day credential and uses it quietly, and the real user notices nothing because their own token still works.",Sprint 8,,S8 Auth Service
LEAP1T1,One Answer for Every Failure,Story,High,"*Acceptance Criteria:* \\  \\ * An unknown username and a wrong password answer with the same status, the same body and comparable timing. \\  \\ *Tasks:* \\  \\ Answer AUTH-401 with the same message for an unknown user, a wrong password, an expired token, a wrongly signed token, a consumed refresh token and a malformed header. \\ Answer 401 for all of them. A 404 for an unknown user and a 401 for a bad password is the same disclosure written in the status line. \\ Where the username is not found, verify the supplied password against a fixed dummy hash of the same algorithm and the same parameters, discard the result and return the same failure. \\ Build a throttle on the login route, and record its cooldown and its attempt count in the sprint README, so anyone testing the uniform failure can wait out your window. \\  \\ *Unit Test Execution Paths:* \\  \\ # an unknown user and a wrong password produce identical status and body \\ # both paths perform one password verification \\ # a throttled request is refused without leaking which credential was wrong \\  \\ *Notes:* \\  \\ * If the unknown-user path returns as soon as the lookup misses, it answers in a millisecond while the wrong-password path spends a tenth of a second verifying a hash. An attacker with a username list and a stopwatch reads your customer base off the response times. \\ * Throttling is not a substitute for the uniform failure. It limits how fast an attacker can use an oracle you left open, rather than closing it.",Sprint 8,,S8 Auth Service
LEAP1T1,The Guard and its Two Named Jest Paths,Story,High,"*Acceptance Criteria:* \\  \\ * Jest covers the guard, including a passing test for the expired-token path and one for the wrong-signature path, and the suite runs without a database and without an HTTP server. \\  \\ *Tasks:* \\  \\ Build the expired case by signing a genuine token with a past exp, not by corrupting the payload, which the signature check would catch first. \\ Build the wrong-signature case by signing a genuine, unexpired token with a different key. \\ Verify the signature before any claim is read. \\  \\ *Unit Test Execution Paths:* \\  \\ # a valid token is accepted \\ # a token with an exp in the past is refused \\ # a well-formed token with a wrong signature is refused before a claim is read \\ # a malformed token is refused \\  \\ *Notes:* \\  \\ * A guard that checks the signature and forgets the clock accepts every token it ever issued, forever. \\ * Expect to be asked at the review for tests covering the identical failure for an unknown user and a wrong password, rotation and replay, and the fact that a plaintext password never reaches your repository.",Sprint 8,,S8 Auth Service
LEAP1T1,OpenAPI Served by the Running Service,Story,Medium,"*Acceptance Criteria:* \\  \\ * The running service publishes its own OpenAPI document, describing all four routes, at paths recorded in the sprint README. \\  \\ *Tasks:* \\  \\ Generate the document from the decorators on your controller and DTOs and serve it from the process. \\ Record the human page and the JSON document paths in the sprint README. \\  \\ *Notes:* \\  \\ * A YAML file maintained by hand beside the code drifts from the code within a fortnight. The document that matters is the one describing what is deployed. \\ * The generated document is not a replacement for contracts/auth-api.yaml, which remains the source of truth binding both implementations. It is the evidence that your code still matches it.",Sprint 8,,S8 Auth Service
