labels,Summary,Issue Type,Priority,Description,Sprint,Epic Name,Epic Link
LEAP1T1,Account and Portfolio Read Endpoints,Story,Medium,"*Acceptance Criteria:* \\  \\ * The account read endpoints expose account details, cash balance, positions and order history, shaped by the contract schemas. \\  \\ *Tasks:* \\  \\ Implement the read operations the contract defines and shape the responses through the DTOs. \\  \\ Answer ACC-404 for an unknown account and ACC-403 where the token does not reach the account. \\  \\ *Unit Test Execution Paths:* \\  \\ # account, balance, positions and order history returned successfully \\ # unknown account returns ACC-404 \\ # an account the token does not reach returns ACC-403 \\  \\ *Integration Test* \\  \\ Exercise the read flows through the real controller, service and MyBatis persistence against Postgres. \\  \\ *Notes:* \\  \\ * Balance and positions are exposed here on the account endpoints. There is no separate Sprint 6 portfolio service; the Sprint 10 extension is a distinct service that adds valuation and profit and loss.",Sprint 6,,S6 Trade REST API
LEAP1T1,Global Exception Handler and the Error Catalogue,Story,High,"*Acceptance Criteria:* \\  \\ * A @ControllerAdvice maps every domain exception to its documented code and HTTP status, with no stack trace or internal detail in the body. \\ * The message is written for a human reading a screen: no class name, no SQL fragment, no account key, no internal identifier. \\  \\ *Tasks:* \\  \\ Map ACC-404 to 404, ACC-403 to 403, INS-404 to 404, ORD-400 to 400, ORD-409 to 409, VAL-422 to 422 and AUTH-401 to 401. \\  \\ Log what an investigation needs on the server rather than returning it. \\  \\ Confirm that clients can branch on the code, since 404 and 409 each carry more than one code. \\  \\ *Unit Test Execution Paths:* \\  \\ # account not found maps to ACC-404 with status 404 \\ # inactive account maps to ACC-403 with status 403 \\ # unknown instrument maps to INS-404 with status 404 \\ # insufficient funds maps to ORD-400 with status 400 \\ # reused idempotency key maps to ORD-409 with status 409 \\ # invalid input maps to VAL-422 with status 422",Sprint 6,,S6 Trade REST API
LEAP1T1,JWT Verification against a Team-Owned Token Fixture,Story,High,"*Acceptance Criteria:* \\  \\ * Every route under the API prefix is answered for token validity once, before any controller runs. \\ * A missing header, a wrong scheme, an expired token and a forged signature all return AUTH-401 with the same body. \\ * A token that does not reach the addressed account returns ACC-403 with the same message a suspended account gets. \\  \\ *Tasks:* \\  \\ Check the signature, the expiry and the algorithm the token asks for, in that order, before reading a claim. \\  \\ Build a team-owned test fixture that mints signed tokens following contracts/auth-api.yaml, and read the signing secret from JWT_SECRET in the environment. The fixture is test scope only and is never deployed as a service. \\  \\ Answer authorisation where the account key is known, not in the filter. \\  \\ *Notes:* \\  \\ * A verifier that decodes the payload first has already trusted whatever the client sent. \\ * A more specific message tells an attacker which of the four failures they got, and the identical ACC-403 message stops anyone enumerating account keys. \\ * Sprint 8 adds the real auth service as a configuration change. If yours needs a code change, something is coupled to your fixture rather than to the token contract, and that is worth finding now.",Sprint 6,,S6 Trade REST API
LEAP1T1,Multi-Stage Dockerfile and the Orchestration Entry,Story,Medium,"*Acceptance Criteria:* \\  \\ * The service builds and runs from a multi-stage Dockerfile whose final stage is not a build image and does not run as root. \\ * Your team's local orchestration starts the service, which resolves Postgres by service name and reports healthy. \\  \\ *Tasks:* \\  \\ Build the jar in a stage carrying Maven and a JDK, and take it into a stage carrying a Java runtime and neither of the other two. \\  \\ Order the copies so that changing a source file does not invalidate the resolved-dependency layer. \\  \\ Build one project inside the image build. The domain package is part of these sources, so there is no second project to install first and no local Maven repository for the build to reach. \\  \\ Add the service to your team's local orchestration, on the network it defines, with a published port, database and JWT_SECRET values from the environment, a dependency on Postgres being healthy, and a health check of its own. \\  \\ *Notes:* \\  \\ * Every tool in an image is a tool available to whoever gets into the container, which is the reason to care rather than disk. \\ * Nothing this sprint needs Kafka.",Sprint 6,,S6 Trade REST API
LEAP1T1,"Event Backbone (Kafka, Trade Executor & Batch Load)",Epic,Medium,"*Acceptance Criteria:* \\  \\ * The team creates the three topics and their dead-letter counterparts with the contracted names, partition counts and retention, and records why each partition count and key was chosen. The Trade REST API publishes to orders and returns NEW. \\ * The Trade Executor consumes, prices against a live Fauxnance quote, applies the fill or reject rule, updates order, cash and position in one transaction, and publishes to trade-events. \\ * Replaying a duplicate message does not double-debit an account and the team can demonstrate it; the poller batches up to 25 symbols and stays inside the quota; one incremental load reaches FACT_TRADES with dead-letter handling; the SonarQube gate passes. \\  \\ *Notes:* \\  \\ * There is no Broker Simulator on this platform and there will not be one. The team builds the execution venue, and it is the only component that decides whether an order fills. \\ * Monday is Ganesh Chaturthi, so this is a four-taught-day week. Create the topics first, then the change to the Sprint 6 service with its characterisation tests committed ahead of it, then the executor with the poller scheduled inside it, which is most of the week, then the batch load alongside the last day. \\ * No starter code, no project skeleton and no topic-creation tooling ship. Deciding how the executor is decomposed, where the fill rule lives inside it and where the poll schedule sits beside it, is most of what this sprint assesses. \\ * Characterisation tests are written around the team's own Sprint 6 code. This branch ships clean stubs and there is no planted starter codebase to refactor. \\ * The batch load is reduced for this cohort to a single incremental load into FACT_TRADES and its dimensions: no scheduler, no orchestration, no history rebuild and no reconciliation job. \\ * The Trade Executor is the only service that calls Fauxnance for quotes, so it is the only one that reads the key. The poller inside it draws on the same 2000-request allowance, and a poller that spends all of it leaves the fill pricing with nothing. \\ * Security focus: DevSecOps scanning run locally as scripts, covering SAST, dependency scanning and secret detection, and the SonarQube quality gate (OWASP A06, A08).",Sprint 7,S7 Event Backbone,
LEAP1T1,Three Kafka Topics and the Message Envelope,Story,Medium,"*Acceptance Criteria:* \\  \\ * The orders, trade-events and market-data topics exist with the keys and partition counts contracts/kafka-topics.md fixes, alongside their dead-letter topics. \\ * Every message carries the five-field envelope, and a written justification of the partition counts and the key choices is committed and can be defended by any member of the team at the review. \\  \\ *Tasks:* \\  \\ Create orders and trade-events keyed by the account, and market-data keyed by the symbol, with the partition counts the contract fixes. \\  \\ Create the three dead-letter topics explicitly; auto-creation is off because it produces a one-partition topic with the wrong retention and nothing tells you it happened. Nothing in the repository creates any of these for you. \\  \\ Document why the key decides the partition and the partition decides the ordering, and why keying orders by order identifier would throw the guarantee away. \\  \\ Decide where the creation command lives and what runs it, and record it beside your decisions so anyone on the team can rerun it. How the topics are made is yours; that they exist with the contracted names and partition counts is not. \\  \\ Write consumers that ignore fields they do not recognise, since one that fails on an unknown field turns an additive change into an outage. \\  \\ *Notes:* \\  \\ * Partitions can be increased and never decreased, and increasing them rehashes the keys, so an account's history splits from that point onwards.",Sprint 7,,S7 Event Backbone
LEAP1T1,Characterisation Tests on Your Own Sprint 6 Code,Story,High,"*Acceptance Criteria:* \\  \\ * Characterisation tests pin the Sprint 6 order placement path and are committed before that service is changed. \\ * The first commit adding a file under the characterisation test directory is a proper ancestor of the first commit that changes the Sprint 6 sources. \\  \\ *Tasks:* \\  \\ Record what the service does now, including the parts you disagree with, rather than what you think it should do. \\  \\ Pin what comes back for an affordable order field by field including the status, and which code and status come back for a reused idempotency key, an unaffordable buy, an unknown symbol and an account that is not ACTIVE. \\  \\ Pin what is written to the order row, the cash and the position when an order is accepted. \\  \\ Keep them in one package of their own, named in the sprint README, and commit them before the change. \\  \\ Where the change deliberately alters a pinned behaviour, change that test in the same commit as the change and say so in the message. \\  \\ *Notes:* \\  \\ * You cannot write one afterwards: a test written against changed code records the behaviour of the changed code, which is the one thing it cannot then be used to check. \\ * Tests and a change to the service in the same commit do not satisfy the criterion. Neither does a history where the service was changed first and pinned afterwards. \\ * Three tests is the floor, and it is a floor rather than a target.",Sprint 7,,S7 Event Backbone
LEAP1T1,Trade REST API Publishes ORDER_PLACED and Answers NEW,Story,High,"*Acceptance Criteria:* \\  \\ * POST to the orders endpoint writes the order at NEW, answers NEW, and publishes ORDER_PLACED to the orders topic keyed by the account. \\ * The event is published after the transaction commits, not inside it. \\ * Nothing else about the service changes: validation, layering, the error catalogue, the optimistic lock and token verification all stay as they are. \\  \\ *Tasks:* \\  \\ Remove the synchronous fill from the endpoint; there is no price in that request and pricing is the executor's job. \\  \\ Configure the producer with acks=all, enable.idempotence=true, a high retry count and no more than five requests in flight per connection. \\  \\ Choose the recoverable failure: an order that committed and was never published can be replayed from the order table, and an event for an order that rolled back cannot be undone. \\  \\ *Unit Test Execution Paths:* \\  \\ # an accepted order is written at NEW and answered NEW \\ # ORDER_PLACED is published for a newly accepted order \\ # the event is published only after the transaction has committed \\ # an order that fails validation publishes nothing \\  \\ *Notes:* \\  \\ * An idempotent producer removes the duplicates a producer retry causes, not the duplicates an application retry causes, which is why the executor still has work to do.",Sprint 7,,S7 Event Backbone
LEAP1T1,"Trade Executor: Consume, Price and Decide",Story,High,"*Acceptance Criteria:* \\  \\ * The executor consumes ORDER_PLACED from orders in the fixed consumer group, loads the order, checks the instrument is still tradable, and prices it against a live Fauxnance quote. \\ * The fill rule is a function of an order and a quote returning a decision, touching no database and no socket. \\ * An order that cannot be priced is resolved rather than left at NEW for ever. \\  \\ *Tasks:* \\  \\ Set the project up as one Maven project on Java 21, with every instance joining the consumer group the contract fixes. \\  \\ Fetch a quote from the single-symbol quotes endpoint for the order symbol. \\  \\ Start from the default rule: fill the whole order at the quoted price when a BUY limit is at or above the quote or a SELL limit is at or below it, and reject otherwise. \\  \\ Settle four questions and be ready to defend each: what price is stored given the quote carries more decimal places than the column holds, which of the Sprint 5 rules are re-checked here, what a suspended account does when the suspension arrived after acceptance, and what happens when there is no price. \\  \\ Treat a Fauxnance outage as a business outcome: retry inside the quote client and reject the order with a reason when the budget is spent. \\  \\ *Unit Test Execution Paths:* \\  \\ # a buy limit at or above the quote fills at the quote \\ # a sell limit at or below the quote fills at the quote \\ # an order outside the marketable range is rejected \\ # an execution-time re-check rejects an order whose account can no longer afford it \\ # an account suspended after acceptance does not trade \\ # an order with no available price is resolved rather than left at NEW \\  \\ *Integration Test* \\  \\ Run the executor against a mocked quote source covering a fill, a reject and a pricing-unavailable response. \\  \\ *Notes:* \\  \\ * Partial fills are out of scope, because the order status enumeration has no state to represent one and there is no working state between NEW and a terminal status.",Sprint 7,,S7 Event Backbone
LEAP1T1,Settle in One Transaction with Two Guards,Story,High,"*Acceptance Criteria:* \\  \\ * The status change, the cash movement and the position write happen in one transaction; if any of the three fails, none of them happened. \\ * The guarded state transition is the first write in the transaction and is conditional on the order still being NEW, and zero rows affected means another delivery got there first. \\ * The event is published after the commit and the offset is acknowledged after the publish. \\  \\ *Tasks:* \\  \\ Make the status update conditional on the state you expect rather than reading, deciding, then writing. \\  \\ Apply the optimistic lock on the account version, re-reading and retrying up to a bounded number of attempts, and treat only an exhausted budget as an error. \\  \\ Publish ORDER_FILLED or ORDER_REJECTED to trade-events keyed by the account, then acknowledge. \\  \\ Add the columns the executor writes and your Sprint 3 schema may not have yet as a migration in the same folder and style as your Sprint 3 migrations. \\  \\ *Unit Test Execution Paths:* \\  \\ # a settled order writes status, cash and position together \\ # a failure in any of the three leaves none of them written \\ # a second delivery affects zero rows and publishes nothing \\ # an exhausted optimistic-lock budget is reported as an error rather than ignored \\  \\ *Notes:* \\  \\ * An order marked filled beside cash that did not move leaves the audit trail disagreeing with the balance, and nothing reconciles the two for you. \\ * Publishing before the commit risks an event for a transaction that rolled back. Acknowledging before publishing risks an order that settled and told nobody.",Sprint 7,,S7 Event Backbone
LEAP1T1,Duplicate Delivery: Prove No Double Debit,Story,High,"*Acceptance Criteria:* \\  \\ * A replayed message does not debit the account twice and produces no second message on trade-events. \\ * The team can give the demonstration on demand, at any point in the review. \\  \\ *Tasks:* \\  \\ Read one message off the orders topic with the console consumer and produce it back with the console producer, preserving the key. \\  \\ Show the balance before, the balance after, the log line where the executor recognised the duplicate and did nothing, and that no second event appeared on trade-events. \\  \\ Rehearse it as a team; being able to reproduce it once is not the same as being able to give the demonstration. \\  \\ *Notes:* \\  \\ * This demonstration is mandatory for this cohort. \\ * Kafka guarantees at-least-once deliberately, because the alternative is a broker that occasionally loses a trade. The executor will be handed the same order twice. \\ * A consumer that believes the order happened twice is the same bug one service further downstream.",Sprint 7,,S7 Event Backbone
LEAP1T1,Executor Failure Handling and Dead Letters,Story,Medium,"*Acceptance Criteria:* \\  \\ * A message that will never succeed is dead-lettered on the first attempt, and one that will succeed later is retried with a growing backoff and dead-lettered once the budget is spent. \\ * No poison message is retried indefinitely. \\  \\ *Tasks:* \\  \\ Dead-letter malformed JSON, a missing order identifier, an order identifier that is not in Postgres and an unexpected event type immediately. \\  \\ Retry a briefly unreachable broker, a lost database connection and an exhausted lock budget with backoff. \\  \\ Send dead-lettered messages to the topic's dead-letter topic with the original message as the value and the failure reason in a header. \\  \\ *Unit Test Execution Paths:* \\  \\ # a malformed message is dead-lettered on the first attempt \\ # a transient failure is retried and then succeeds \\ # a poison message does not block the partition \\  \\ *Notes:* \\  \\ * One bad message blocking a partition stops every account keyed to that partition. \\ * A Fauxnance outage belongs in neither class: dead-lettering the order would leave it at NEW for ever.",Sprint 7,,S7 Event Backbone
LEAP1T1,Market-Data Poller Inside the Trade Executor,Story,Medium,"*Acceptance Criteria:* \\  \\ * The poller runs on a schedule inside the Trade Executor, calls the batch quotes endpoint batching up to 25 symbols per request, and publishes one message per symbol to market-data keyed by the symbol. \\ * The configured interval stays inside the 2000-requests-per-day quota, and the arithmetic can be shown. \\  \\ *Tasks:* \\  \\ Write the poller in Java as a scheduled component inside the executor, reusing the Fauxnance client and the Kafka producer that are already there. It is not a project of its own, not a container of its own and not a second runtime in the execution path. \\  \\ Publish one Kafka message per symbol, never one per batch: batching the HTTP call is a quota optimisation, and batching the Kafka message puts several symbols behind one key and destroys the per-symbol ordering the contract promises. \\  \\ Poll only the symbols someone holds or is watching, and enforce the interval floor in the code rather than documenting one and hoping. \\  \\ Work out the requests per day your interval implies and record the arithmetic where your team keeps its decisions. \\  \\ Read the interval from POLL_INTERVAL_SECONDS on the executor, and the broker address and the Fauxnance key from the environment as the executor already does. Nothing new is added to the local stack. \\  \\ *Unit Test Execution Paths:* \\  \\ # a batch of up to 25 symbols is fetched in one request \\ # each quote is published as its own message keyed by symbol \\ # the configured interval stays inside the daily quota for the declared symbol set \\ # the interval floor is enforced in code \\  \\ *Notes:* \\  \\ * The poller is what manufactures the stream Fauxnance does not have, and its existence is the reason the Sprint 10 extensions that read prices have anything to consume. \\ * The poll schedule has nothing to do with order placement. Coupling the two misreads both. \\ * Eight symbols fetched one at a time every 30 seconds is 23040 requests and the key is gone in two hours; the same data batched is 2880.",Sprint 7,,S7 Event Backbone
LEAP1T1,One Incremental Load into FACT_TRADES,Story,Medium,"*Acceptance Criteria:* \\  \\ * One incremental load moves trade data from Postgres into FACT_TRADES and its three dimensions, driven by a watermark on the order creation timestamp. \\ * Re-running a load does not double-count, and a row failing a quality check is dead-lettered with the reason and the batch it came from rather than dropped. \\  \\ *Tasks:* \\  \\ Load dim_date first, covering the whole range, then dim_instrument, then dim_account, then fact_trades. \\  \\ Load orders in whatever status they reached, including rejected and cancelled, because fill rate cannot be computed from fills alone. \\  \\ Merge on the natural order key rather than inserting blindly, and rely on the unique constraint the contract declares. \\  \\ Run every check the contract's load and data quality section names before a row reaches the fact table: referential integrity into all three dimensions, positive quantity and price, a valid side and status, and a recomputed trade value. \\  \\ Record the three pipeline commands in the sprint README so a teammate can run any stage on its own. \\  \\ *Unit Test Execution Paths:* \\  \\ # an incremental load populates FACT_TRADES \\ # a second load with no new data adds no rows \\ # the transform handles nulls and type mismatches \\ # an invalid row is dead-lettered with its reason and the load continues \\  \\ *Notes:* \\  \\ * Do not insert a placeholder dimension row to make an unresolved key pass: that hides the fault, which is almost always that the dimension load was skipped. \\ * Dropping a row silently and dead-lettering it produce the same fact table, and only one of them can be investigated on Monday morning.",Sprint 7,,S7 Event Backbone
LEAP1T1,SonarQube Quality Gate and DevSecOps Scanning,Story,Medium,"*Acceptance Criteria:* \\  \\ * The SonarQube gate passes on the Java service and on the pipeline: no new blocker or critical issue, no new security hotspot left unreviewed, duplication and coverage on new code inside the thresholds. \\ * SAST, dependency scanning and secret detection run locally against the same code, and anything they report is fixed rather than left for the review. \\  \\ *Tasks:* \\  \\ Run SonarQube locally in a container named for your team, and scan both the executor and the pipeline. \\  \\ Export the scanner token rather than committing it; it is a credential. \\  \\ Run the analysis and the security scans locally, and interpret the findings rather than silencing them. \\  \\ *Notes:* \\  \\ * Passing by marking findings as will not fix is visible in the dashboard and is not passing. \\ * The gate is read at the review, on your screen, on the project you scanned.",Sprint 7,,S7 Event Backbone
LEAP1T1,Authentication Service (NestJS & JWT),Epic,Medium,"*Acceptance Criteria:* \\  \\ * All four endpoints implement contracts/auth-api.yaml, and the access token carries exactly the contract claim set. \\ * Passwords are hashed with argon2id or bcrypt at cost 12 or above and never logged, and a failed login gives the same response and comparable timing for an unknown user as for a wrong password. \\ * Putting this service behind the Trade REST API is a configuration change only with no Java changed in that service, the running service serves its own OpenAPI document, and the security review is committed with a finding and a disposition for every category. \\  \\ *Notes:* \\  \\ * This is the one component that ever sees a credential. Every other component verifies a signature with no network call and no shared database. \\ * No starter code and no project skeleton ship. Deciding how the service is decomposed, and where the verification happens inside it, is most of what the sprint assesses. \\ * Two SME cloud sessions run on Monday and Tuesday, so the build has three days. Take registration and login first, then the guard and the protected route, then refresh, then the cutover, filling in the security review as each part lands. \\ * Refresh rotation is reduced for this cohort to issuing a new refresh token on every refresh. Revoking the presented token is optional; where it is not built, the decision and the risk it accepts are written in the security review. \\ * Security focus: password storage, the token lifecycle, uniform failure, and defence against leakage and replay (OWASP A02, A07, A01).",Sprint 8,S8 Auth Service,
LEAP1T1,NestJS Project and the Engineering Contract,Story,Medium,"*Acceptance Criteria:* \\  \\ * npm ci, npm run build and npm test all succeed on a machine that has never seen your code, from a committed lock file. \\ * The service answers on the port the contract fixes, builds from a multi-stage Dockerfile, and joins your team's local orchestration. \\  \\ *Tasks:* \\  \\ Set the project up on Node 20 or later in TypeScript, with sources under a directory the team chooses and specs beside the code they cover. \\  \\ Read JWT_SECRET, the database connection and every value that differs between a laptop and a container from the environment at runtime. \\  \\ Write the Dockerfile and the orchestration entry, on port 3000 as infra/README.md reserves it.",Sprint 8,,S8 Auth Service
LEAP1T1,Implement the Provided Auth Contract,Story,High,"*Acceptance Criteria:* \\  \\ * The four operations answer at the paths, verbs, status codes and bodies contracts/auth-api.yaml fixes, with the documented failures. \\ * Every failure leaves in the platform envelope and nothing else. \\  \\ *Tasks:* \\  \\ Implement registration, login, refresh and the protected profile route against the contract. \\  \\ Issue no tokens on registration; an unauthenticated route that mints a session is an authentication bypass as soon as it has its first defect. \\  \\ Create no trading account on registration; accounts are owned by the Sprint 3 schema. \\  \\ Validate inputs with class-validator and class-transformer and answer VAL-422 on a field failure.",Sprint 8,,S8 Auth Service
LEAP1T1,Credential Store and Password Hashing,Story,High,"*Acceptance Criteria:* \\  \\ * Passwords are stored with argon2id, or bcrypt at cost 12 or above, and plaintext is never stored. \\ * No password reaches a log by a direct route, and the cost factor is a decision the team can defend. \\  \\ *Tasks:* \\  \\ Build the credential store as a migration or bootstrap, plus the repository that reads it. \\  \\ Choose cost parameters that make one verification take on the order of a tenth of a second on the hardware you deploy to, and say why. \\  \\ Log through one logger that redacts by key name at any depth, and never hand a whole request body to a log call. \\  \\ *Unit Test Execution Paths:* \\  \\ # correct password verifies \\ # incorrect password fails verification \\ # a general-purpose digest such as MD5 or SHA is not used \\  \\ *Notes:* \\  \\ * A general-purpose hash is built to be fast, and fast is the one property a password hash must not have. \\ * Too low a cost gives an offline attacker the same speedup you got; too high and your login route is the cheapest denial-of-service target in the platform. \\ * The indirect routes to a log, such as an error object serialised whole or a DTO printed in a stack trace, are what the review asks about.",Sprint 8,,S8 Auth Service
LEAP1T1,Access Token Issuance and the Exact Claim Set,Story,High,"*Acceptance Criteria:* \\  \\ * The access token is signed HS256 with JWT_SECRET and carries exactly the claim set the contract fixes, plus the issuer the contract defines. \\ * Anything outside that set is a finding, not a bonus, and expiry is set as the contract states. \\  \\ *Tasks:* \\  \\ Build and sign the token, setting the issued-at and expiry claims as the contract requires. \\  \\ Carry the numeric trading account key in the account claim, which is what the Trade REST API compares against the account in the request. \\  \\ Set your own issuer value so that a team can decode a token during the cutover and see which implementation signed it, and do not require a particular issuer value in any consumer. \\  \\ *Unit Test Execution Paths:* \\  \\ # a token is issued with the contract claims and expiry \\ # the token signature verifies with the service key \\ # no claim outside the contract set is present \\  \\ *Notes:* \\  \\ * The payload is base64 and not encryption. An email address in the payload is an email address published to every holder of the token. \\ * Removing a claim after Sprint 9 has generated a client from it is not a configuration change.",Sprint 8,,S8 Auth Service
LEAP1T1,Guard and Token Verification on the Protected Route,Story,High,"*Acceptance Criteria:* \\  \\ * The protected route is guarded, and an expired, tampered or malformed token is refused with AUTH-401. \\ * Jest covers the guard, including a passing test for the expired-token path and one for the wrong-signature path. \\  \\ *Tasks:* \\  \\ Implement the guard and a decorator that extracts the authenticated user from the verified token. \\  \\ Build the expired case by signing a genuine token with a past expiry, not by corrupting the payload, which the signature check refuses first. \\  \\ Build the wrong-signature case by signing a genuine, unexpired token with a different key. \\  \\ *Unit Test Execution Paths:* \\  \\ # a valid token is accepted \\ # an expired token is refused \\ # a token with a wrong signature is refused before any claim is read \\ # a malformed header is refused \\  \\ *Notes:* \\  \\ * A guard that checks the signature and forgets the clock accepts every token it ever issued, for ever.",Sprint 8,,S8 Auth Service
LEAP1T1,Refresh Token Issuance and Rotation,Story,High,"*Acceptance Criteria:* \\  \\ * Every refresh issues a new refresh token and the new one works. \\ * Where revocation of the presented token is built, a second presentation answers AUTH-401; where it is not, the decision and its residual risk are written in the security review. \\  \\ *Tasks:* \\  \\ Store a hash of the refresh token rather than the token, so that read access to your database is not session takeover. \\  \\ Issue a new refresh token on every refresh. \\  \\ Decide whether to revoke the presented token, then build it or document it, and say which in the security review. \\  \\ *Unit Test Execution Paths:* \\  \\ # refresh returns a new access token and a new refresh token \\ # the newly issued refresh token works \\ # the declared revocation behaviour holds for a token that has already been exchanged \\  \\ *Notes:* \\  \\ * Reissue alone defends against a stolen token used once. What is missing without revocation is that the old value still works, so both parties hold live sessions and nothing in the service can tell there are two of them.",Sprint 8,,S8 Auth Service
LEAP1T1,One Answer for Every Failed Login,Story,High,"*Acceptance Criteria:* \\  \\ * An unknown username and a wrong password return the same status, the same body and comparable timing. \\ * A login throttle exists with a documented cooldown and attempt count, and neither path returns early. \\  \\ *Tasks:* \\  \\ Return AUTH-401 with one message for an unknown user, a wrong password, an expired token, a wrongly signed token and a malformed header. \\  \\ Where the username is not found, verify the supplied password against a fixed dummy hash of the same algorithm and parameters, discard the result and return the same failure. \\  \\ Build the login throttle and record its cooldown and its attempt count in the sprint README. \\  \\ *Unit Test Execution Paths:* \\  \\ # an unknown user and a wrong password return the same status and body \\ # neither path returns before doing comparable work \\ # the throttle limits repeated failed attempts from one caller \\  \\ *Notes:* \\  \\ * An attacker with a username list and a stopwatch reads your customer base off the response times without guessing a password. \\ * A throttle limits how fast an attacker can use an oracle you left open. It does not close it.",Sprint 8,,S8 Auth Service
LEAP1T1,Adopt the Real Auth Service with a Configuration Change Only,Story,High,"*Acceptance Criteria:* \\  \\ * At least one Trade REST API route is protected end to end by a token from this service, with no Java changed in that service. \\ * A token signed with a key the platform should not trust is refused. \\  \\ *Tasks:* \\  \\ Add your service to the team's local orchestration on port 3000, the port infra/README.md reserves for it. \\  \\ Read the same JWT_SECRET the Trade REST API verifies with, passed through your orchestration from the root environment file. \\  \\ Point the Trade REST API's issuer setting at your issuer through its environment, if it pins one. \\  \\ Decide whether to keep or rotate the development JWT_SECRET published in .env.example now that a real issuer signs with it, and record the choice in the security review. \\  \\ *Integration Test* \\  \\ Obtain a token from the running Auth service, call a protected Trade REST API route with it, and confirm refusal with no token and with a token signed by a key the platform should not trust. \\  \\ *Notes:* \\  \\ * The criterion is read with git diff at the design review; no script can tell a configuration change from a code change that looks like one. \\ * If your Trade REST API needs a code change, something in it is coupled to your Sprint 6 test fixture rather than to the token contract: a hard-coded issuer, a claim read with a name that fixture happened to use, or a verifier that decoded before it verified.",Sprint 8,,S8 Auth Service
LEAP1T1,OpenAPI Served by the Running Service,Story,Medium,"*Acceptance Criteria:* \\  \\ * The running service publishes its own OpenAPI document, generated from the decorators on the controller and the DTOs, describing the four routes. \\ * The human page and the JSON document answer at paths recorded in the sprint README. \\  \\ *Tasks:* \\  \\ Generate the document from your code rather than maintaining a YAML file by hand beside it. \\  \\ Record both paths in the sprint README. \\  \\ *Notes:* \\  \\ * This does not replace contracts/auth-api.yaml. It is the evidence that your code still matches it.",Sprint 8,,S8 Auth Service
LEAP1T1,"OWASP Security Review, Committed",Story,High,"*Acceptance Criteria:* \\  \\ * The security review is committed, differs from the template, and carries a written finding and a disposition for every category. \\ * A finding of none names what was checked, and a disposition of accepted states the residual risk and why the team is carrying it. \\  \\ *Tasks:* \\  \\ Copy security-review/TEMPLATE.md, name your copy in the sprint README, and fill it in as you build rather than on the last evening. \\  \\ Cover broken authentication and broken access control, token leakage, replay and weak secrets. \\  \\ Where revocation of the presented refresh token was not built, write that decision and its risk into the review. \\  \\ *Notes:* \\  \\ * Every category needs both cells filled, and whether what is in them is true is read by your instructor.",Sprint 8,,S8 Auth Service
LEAP1T1,Trading UI (Angular),Epic,Medium,"*Acceptance Criteria:* \\  \\ * Sign-in works end to end against the real Auth service, route guards block unauthenticated access and redirect, and one interceptor attaches the bearer token to platform calls and to nothing else. \\ * Typed clients are generated from contracts/ and committed, the order ticket validates before submission and renders every code in both catalogues, and the blotter badges four statuses and handles an order sitting at NEW. \\ * Playwright covers signing in and placing an order, each journey standing on its own, and no API key and no secret is present in the built bundle. \\  \\ *Notes:* \\  \\ * No workspace scaffold and no starter code ship. Setting the workspace up and deciding where each rule lives is most of what this sprint assesses. \\ * Angular 21 with standalone components and signals throughout. No NgModule anywhere, and the observables stop at HttpClient. \\ * Self-directed SRE content runs on Monday and Friday is Gandhi Jayanti, so this sprint runs to four taught days and the first is not spent in this folder. Stand the workspace up and generate the clients first, then sign-in, then the order ticket, then the blotter, and configure Playwright as soon as sign-in works. \\ * The Playwright suite is reduced for this cohort to the sign-in and place-order journeys. A third journey over the blotter is optional. \\ * Execution has been asynchronous since Sprint 7. An order answering NEW is normal and is not a defect in the executor. \\ * Security focus: bearer token scoping by origin, an allow list rather than a deny list, and nothing secret in a public bundle (OWASP A01, A03, A05).",Sprint 9,S9 Angular UI,
LEAP1T1,Angular Workspace and the Engineering Contract,Story,Medium,"*Acceptance Criteria:* \\  \\ * npm ci, npm run build and npm test all succeed on a machine that has never seen your code, from a committed lock file. \\ * The workspace uses standalone components and signals, with specs beside the code they cover. \\  \\ *Tasks:* \\  \\ Set one Angular 21 workspace up in the sprint folder on a supported Node version. \\  \\ Decide the feature tree yourself and record its shape in the sprint README, so a reviewer can find a feature without searching the workspace.",Sprint 9,,S9 Angular UI
LEAP1T1,Typed Clients Generated from the Contracts,Story,High,"*Acceptance Criteria:* \\  \\ * Clients for both contracts are generated rather than hand-written, with the generator and its version pinned in the declared configuration. \\ * The generated output is committed, regenerated on every contract change, and contains no file the generator did not write. \\ * Something outside the generated tree imports the clients. \\  \\ *Tasks:* \\  \\ Declare one entry per contract, each writing into its own subdirectory of the generated tree. \\  \\ Pin the generator version rather than taking whatever resolves today, so two people on the team generate the same output. \\  \\ Document the generation command in a README of your own in this folder. \\  \\ Commit the output, say so in .gitignore, and never edit a file inside the tree; wrap an awkward generated shape in a service of your own outside it. \\  \\ *Notes:* \\  \\ * When a contract changes a field, a generated client stops compiling at every call site that used it and a hand-written one keeps compiling and starts returning undefined at runtime. That is the whole reason the contract exists. \\ * The contracts are correct and are not yours to edit, so switch a generator validation off knowingly rather than reflexively.",Sprint 9,,S9 Angular UI
